"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
is_unconscious,emergency_triage_assessment_at_admission,,radio,"Unconscious or alert only on pain","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_convulsing,emergency_triage_assessment_at_admission,,radio,Convulsions/Seizures,"1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_epigastric_pain,emergency_triage_assessment_at_admission,,radio,"Epigastric pain","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_abnormal_heart_rate,emergency_triage_assessment_at_admission,,radio,"Heart Rate (HR) < 60 or >120","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_abnormal_f_heart_rate,emergency_triage_assessment_at_admission,,radio,"Abnormal foetal heart rate","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_headache,emergency_triage_assessment_at_admission,,radio,Headache,"1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_abnormal_systolic_bp,emergency_triage_assessment_at_admission,,radio,"Systolic BP >= 160","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_dysponea,emergency_triage_assessment_at_admission,,radio,"Dyspnoea (shortness of breath)","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_rom_gt_18h,emergency_triage_assessment_at_admission,,radio,"ROM > 18 hours","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_abnormal_diastolic_bp,emergency_triage_assessment_at_admission,,radio,"Diastolic BP >= 110","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_visual_impairment,emergency_triage_assessment_at_admission,,radio,"Visual Impairment","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_body_swelling,emergency_triage_assessment_at_admission,,radio,"Body swelling","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_rom_early,emergency_triage_assessment_at_admission,,radio,"Rupture of membranes at gestation < 37 weeks","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
is_other_obs_emergency,emergency_triage_assessment_at_admission,,radio,"Other obstetric emergency","1, Yes | 0, No",,,,,,,y,,,grp_obstetric_emergency_assessment,,
other_obst_emergency,emergency_triage_assessment_at_admission,,notes,"Please specify obstetric emergency",,,,,,,"[is_other_obs_emergency] = '1'",y,,,,," @HIDDEN"
name_triaging_clinician,emergency_triage_assessment_at_admission,,sql,"Name of nurse or clinician triaging","SELECT d1.record,
      CONCAT(d1.value, ' (',
             (SELECT d2.value
              FROM redcap_data d2
              WHERE d2.record = d1.record
                AND d2.field_name = 'cadre'
                AND d2.project_id = 976)
            ,')' ) AS concatenated_value
FROM redcap_data d1
WHERE d1.project_id = 976
  AND d1.field_name = 'clinician_name'
  AND d1.record IN (
    SELECT record
    FROM redcap_data
    WHERE project_id = 976
      AND field_name = 'clinician_id'
  )
ORDER BY d1.value;",,,,,y,,y,,,,,
date_triaging,emergency_triage_assessment_at_admission,,text,"Triaging date",,,date_dmy,[admission_date],,,,y,,,,," @HIDEBUTTON @NOTFUTURE"
time_triaging,emergency_triage_assessment_at_admission,,text,"Triaging time",,,time,,,,,y,,,,," @HIDEBUTTON"
triaging_time_unit,emergency_triage_assessment_at_admission,,radio,AM/PM,"1, AM | 2, PM",,,,,,"[time_triaging] <> 'NI'",y,,,,," @HIDEBUTTON"
date_lmp_complete_status,anc_history,,radio,"LMP complete status","1, Complete date | 2, Day missing | 3, Day and month missing | 4, Year missing | 5, Month missing",,,,,,,y,,,,,
date_lmp,anc_history,,text,LMP,,"If day is missing, use 15th, if month missing, use June, if year missing, mark date as Invalid",date_dmy,2024-01-01,[admission_date],,,y,,,,," @HIDEBUTTON @PAST"
date_edd_complete_status,anc_history,,radio,"EDD complete status","1, Complete date | 2, Day missing | 3, Day and month missing | 4, Year missing",,,,,,,y,,,,,
date_edd,anc_history,,text,EDD,,"If day is missing, use 15th, if month missing, use June, if year missing, mark date as Invalid",date_dmy,[date_lmp],,,,y,,,,," @HIDEBUTTON"
parity_birth,anc_history,,text,"Parity birth(s)",,,integer,0,10,,,y,,,,,
parity_miscarriages,anc_history,,text,"Parity miscarriage(s)",,,integer,0,10,,,y,,,,,
para_count,anc_history,,calc,"Parity count","[parity_birth] + [parity_miscarriages]",,,,,,,y,,,,," @HIDDEN"
gravid_count,anc_history,,text,Gravida,,,integer,0,20,,,y,,,,,
is_attended_anc,anc_history,,yesno,"Attended ANC?",,,,,,,,y,,,,,
date_first_anc,anc_history,,text,"Date of first ANC Visit",,,date_dmy,[date_lmp],[admission_date],,"[is_attended_anc] = '1'",y,,,,," @HIDEBUTTON"
anc_clinic_name,anc_history,,text,"ANC clinic name",SIMPLE:list_kenya_health_facilities,,,,,,"[is_attended_anc] = '1'",y,,,,,
anc_clinic_name_other,anc_history,,text,"Please specify ANC clinica name",,,,,,,"[anc_clinic_name] = 'OTH'",y,,,,,
count_anc_visits,anc_history,,text,"ANC no. of visits",,,integer,0,8,,"[is_attended_anc] = '1'",y,,,,,
is_anc_us,anc_history,,yesno,"ANC ultrasound done?",,,,,,,,y,,,,,
date_anc_us_first,anc_history,,text,"If yes, date of first scan",,,date_dmy,[date_first_anc],[admission_date],,"[is_anc_us] = '1'",y,,,,," @HIDEBUTTON"
gestation,anc_history,,text,"Gestational age (in weeks)",,,integer,20,45,,,y,,,,,
is_gest_lmp,anc_history,,yesno,"Gestation from LMP",,,,,,,,y,,,,,
gestation_from_lmp,anc_history,,text,"Gestational age (in weeks) using LMP",,,integer,20,45,,"[is_gest_lmp] = '1'",y,,,,,
is_gest_us,anc_history,,yesno,"Gestation from Ultrasound (if scan < 22 weeks)",,,,,,,,y,,,,,
gestation_from_us,anc_history,,text,"Gestational age (in weeks) using U/S",,,integer,20,45,,"[is_gest_us] = '1'",y,,,,,
is_pocus_used,anc_history,,yesno,"U/S done using POCUS?",,,,,,,,y,,,,,
ultrasound_findings,anc_history,,notes,"Ultrasound findings",,,,,,,,y,,,,," @HIDDEN"
mother_weight_kg,anc_history,Anthropometrics,text,Weight(kgs),,,number,30,200,,,y,,,,,
mother_height_cm,anc_history,,text,Height(centimeters),,,number,120,200,,,y,,,,,
mother_bmi,anc_history,,text,BMI,,,number,12,60,,,y,,,,,
calculated_bmi,anc_history,,calc,"BMI Calculated","roundup([mother_weight_kg] / ([mother_height_cm]/100)^2, 4)",,,,,,"[mother_weight_kg] > 0 and [mother_height_cm] > 0",,,,,," @READONLY"
muac,anc_history,,text,MUAC(cm),,,number,15,45,,,y,,,,,
is_lower_abd_pain,anc_history,"Presenting complaints",radio,"Lower abdominal pain","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_off_vag_discharge,anc_history,,radio,"Offensive vaginal discharge","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_diff_breathing,anc_history,,radio,"Difficulty breathing","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_abd_pain_other,anc_history,,radio,"Abdominal pain (other)","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_screen_tb,anc_history,,radio,"Screen for TB","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_chest_pain,anc_history,,radio,"Chest pain","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_weight_loss,anc_history,,radio,"Weight loss","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_reduced_f_movements,anc_history,,radio,"Reduced foetal movements","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_vomiting,anc_history,,radio,Vomiting,"1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_visual_changes,anc_history,,radio,"Visual changes","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_fever,anc_history,,radio,Fever,"1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_painful_urination,anc_history,,radio,"Painful urination","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_cough_lt_2_wks,anc_history,,radio,"Cough (< 2 weeks)","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_cough_gt_or_equal_2_wks,anc_history,,radio,"Cough (≥2 weeks)","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_drainage_of_amn_fluid,anc_history,,radio,"Drainage of liquor / amniotic fluid","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_oedema,anc_history,,radio,Oedema,"1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
is_other_complaint,anc_history,,radio,"Other complaint","1, Yes | 0, No",,,,,,,y,,,grp_presenting_complaints,,
date_drainage_of_amn_fluid,anc_history,,text,"If yes, date drainage of liquor / amniotic fluid began?",,,date_dmy,[date_lmp],[admission_date],,"[is_drainage_of_amn_fluid] = '1'",y,,,,," @HIDEBUTTON"
time_drainage_of_amn_fluid,anc_history,,text,"Time drainage of liquor began",,,time,,,,"[is_drainage_of_amn_fluid] = '1'",y,,,,," @HIDEBUTTON"
time_drainage_units,anc_history,,radio,AM/PM?,"1, AM | 2, PM",,,,,,"[is_drainage_of_amn_fluid] = '1'",y,,,,,
oedema_location,anc_history,,checkbox,"Specify Oedema location:","0, None | 1, Feet | 2, Ankles | 3, Legs | 4, Abdomen | 5, Chest | 999, Other(specify)",,,,,,"[is_oedema] = '1'",y,,,,," @NONEOFTHEABOVE='0'"
oedema_location_oth,anc_history,,text,"Specify other oedema location",,,,,,,"[oedema_location(999)] = '1'",y,,,,,
other_complaints,anc_history,,notes,"Please specify other complaints",,,,,,,"[is_other_complaint] = '1'",y,,,,,
hb_booking_level,anc_profile,"Full Blood Count",text,"Booking HB level (g/dL)",,,number,3,20,,,y,,,,,
date_booking_hb,anc_profile,,text,"Date booking HB was done",,,date_dmy,[date_first_anc],[admission_date],,,y,,,,," @HIDEBUTTON @NOTFUTURE"
rbs_current_level,anc_profile,,text,"Current RBS level (mmol/L)",,,number,3,20,,,y,,,,,
platelets_count,anc_profile,,text,Platelets(x10^9/L),,,number,10,900,,,y,,,,,
wbc_count,anc_profile,,text,"White Cell Count (x10^9/L)",,,number,1,40,,,y,,,,,
is_malaria_rdt,anc_profile,,radio,"Malaria RDT","1, Pos | 0, Neg",,,,,,,y,,,,,
protein_level,anc_profile,"Urine dipstick",radio,Protein,"1, 0 | 2, + | 3, ++ | 4, +++",,,,,,,y,,,,," @HIDDEN"
glucose_level,anc_profile,,radio,Glucose,"1, 0 | 2, + | 3, ++ | 4, +++",,,,,,,y,,,,," @HIDDEN"
leukocytes_level,anc_profile,,radio,Leukocytes,"1, 0 | 2, + | 3, ++ | 4, +++",,,,,,,y,,,,," @HIDDEN"
ketones_level,anc_profile,,radio,Ketones,"1, 0 | 2, + | 3, ++ | 4, +++",,,,,,,y,,,,," @HIDDEN"
is_nitrites,anc_profile,,radio,Nitrites,"1, Pos | 0, Neg",,,,,,,y,,,,," @HIDDEN"
is_blood_pos_neg,anc_profile,,radio,Blood,"1, Pos | 0, Neg",,,,,,,y,,,,," @HIDDEN"
blood_group_gxm,anc_profile,,radio,"Blood group (GXM)","1, A | 2, B | 3, AB | 4, O",,,,,,,y,,,,,
blood_group_rh_gxm,anc_profile,,radio,"Rhesus (GXM)","1, Pos | 0, Neg",,,,,,,y,,,,,
is_anti_d_given,anc_profile,,yesno,"If Rhesus -ve, Anti D Given?",,,,,,,"[blood_group_rh_gxm] = '0'",y,,,,,
is_indirect_coombs_done,anc_profile,,yesno,"Indirect Coombs test
done?",,,,,,,,y,,,,," @HIDDEN"
is_hiv_test_done,anc_profile,,yesno,"HIV test done? ",,,,,,,,y,,,,,
hiv_test_result,anc_profile,,radio,"If yes,","1, Pos | 0, Neg",,,,,,"[is_hiv_test_done] = '1'",y,,,,,
date_hiv_test_done,anc_profile,,text,"Date HIV test done?",,,date_dmy,[date_lmp],[admission_date],,"[is_hiv_test_done] = '1'",y,,,,," @HIDEBUTTON"
is_current_hb_done,anc_profile,,yesno,"HB test done (at admission/current)?",,,,,,,,y,,,,,
current_hb,anc_profile,,text,"If yes, Current HB(g/dL)",,,number,7,20,,"[is_current_hb_done] = '1'",y,,,,,
date_current_hb,anc_profile,,text,"Date HB test done",,,date_dmy,[date_first_anc],[admission_date],,"[is_current_hb_done] = '1'",y,,,,," @NOTFUTURE @HIDEBUTTON"
is_vdrl_test_done,anc_profile,,yesno,"VDRL test done?",,,,,,,,y,,,,,
vdrl_test_result,anc_profile,,radio,"If yes,","1, Pos | 0, Neg",,,,,,"[is_vdrl_test_done] = '1'",y,,,,,
date_vdrl_test_done,anc_profile,,text,"Date VDRL test done",,,date_dmy,[date_lmp],[admission_date],,"[is_vdrl_test_done] = '1'",y,,,,," @HIDEBUTTON"
is_hepatitis_b_test_done,anc_profile,,yesno,"Hepatitis B test done?",,,,,,,,y,,,,,
hepatitis_b_test_result,anc_profile,,radio,"If yes,","1, Pos | 0, Neg",,,,,,"[is_hepatitis_b_test_done] = '1'",y,,,,,
date_hepatitis_b_test_done,anc_profile,,text,"Date Hepatitis B test done",,,date_dmy,[date_lmp],[admission_date],,"[is_hepatitis_b_test_done] = '1'",y,,,,," @HIDEBUTTON"
is_ogtt_test_done,anc_profile,,yesno,"OGTT test done?",,,,,,,,y,,,,,
ogtt_result,anc_profile,,text,"If yes( mmol/L),",,,number,3,30,,"[is_ogtt_test_done] = '1'",y,,,,,
date_ogtt_test_done,anc_profile,,text,"Date OGTT test done",,,date_dmy,[date_lmp],[admission_date],,"[is_ogtt_test_done] = '1'",y,,,,," @HIDEBUTTON"
uec_urea,anc_profile,UECs,text,"Urea (mmol/L)",,,,,,,,y,,,,," @HIDDEN"
uec_creatinine,anc_profile,,text,"Creatinine (µmol/L)",,,,,,,,y,,,,," @HIDDEN"
uec_sodium,anc_profile,,text,"Sodium (mmol/L)",,,,,,,,y,,,,," @HIDDEN"
uec_potassium,anc_profile,,text,"Potassium (mmol/L)",,,,,,,,y,,,,," @HIDDEN"
coag_pt,anc_profile,"COag Profile",text,"Prothrombin Time (PT) (seconds)",,,,,,,,y,,,,," @HIDDEN"
coag_aptt,anc_profile,,text,APTT(seconds),,,,,,,,y,,,,," @HIDDEN"
coag_inr,anc_profile,,text,INR,,,,,,,,y,,,,," @HIDDEN"
coag_fibrinogen,anc_profile,,text," Fibrinogen (mg/dL)",,,,,,,,y,,,,," @HIDDEN"
other_applicable_tests,anc_profile,,notes,"Others applicable",,,,,,,,y,,,,," @HIDDEN"
count_tt_td_vaccine_doses,management_during_antenatal_period,,text,"Number of doses of T.T Tetanus / Diphtheria (T.D) Vaccine",,,integer,0,10,,,y,,,,," @HIDDEN"
is_on_arvs,management_during_antenatal_period,,yesno,"If HIV +ve, mother on ARVs?",,,,,,,"[hiv_test_result] = '1'",y,,,,,
arvs_used,management_during_antenatal_period,,radio,"If yes, ARVs used:","1, TDF/3TC/DTG | 2, TDF/3TC/EFV | 3, AZT/3TC/NVP | 4, AZT/3TC/EFV | 5, LPV/r-based | 6, Second-line or Salvage Therapy",,,,,,"[is_on_arvs] = '1'",y,,,,,
arvs_used_other,management_during_antenatal_period,,notes,"Specify ARVs used",,,,,,,"[arvs_used] = 'OTH'",y,,,,,
date_arvs_initiation,management_during_antenatal_period,,text,"Date of initiation of ARVs",,,date_dmy,[mother_dob],[admission_date],,"[is_on_arvs] = '1'",y,,,,," @NOTFUTURE @HIDEBUTTON"
is_vdrl_positive_treatment,management_during_antenatal_period,,yesno,"If VDRL +ve, any treatment initiated?",,,,,,,"[vdrl_test_result] = '1'",y,,,,,
vdrl_treatment,management_during_antenatal_period,,checkbox,"If Yes, specify:","0, No Treatment | 1, Benzathine Penicillin G (Single Dose) | 2, Benzathine Penicillin G (3 Doses) | 3, Doxycycline | 4, Azithromycin | 5, Erythromycin | 999, Other(specify)",,,,,,"[is_vdrl_positive_treatment] = '1'",y,,,,," @NONEOFTHEABOVE='0'"
vdrl_treatment_oth,management_during_antenatal_period,,notes,"Please specify other vdrl treatment",,,,,,,"[vdrl_treatment(999)] = '1'",y,,,,,
is_bp_intervention,management_during_antenatal_period,,yesno,"Any BP intervention?",,,,,,,,y,,,,,
bp_intervention,management_during_antenatal_period,,checkbox,"If Yes, specify:","0, No Intervention | 1, IV Hydralazine | 2, IV Labetalol | 3, Oral Nifedipine | 4, IV Magnesium Sulfate | 5, IV Fluids | 6, Diuretics (Furosemide) | 999, Other(specify)",,,,,,"[is_bp_intervention] = '1'",y,,,,," @NONEOFTHEABOVE='0'"
bp_intervention_oth,management_during_antenatal_period,,notes,"Please specify BP intervention",,,,,,,"[bp_intervention(999)] = '1'",y,,,,,
is_rbs_intervention,management_during_antenatal_period,,yesno,"Any RBS intervention given?",,,,,,,,y,,,,,
rbs_intervention,management_during_antenatal_period,,checkbox,"If Yes, specify:","0, No Intervention | 1, V Dextrose | 2, Oral Glucose | 3, IV Insulin | 4, ubcutaneous Insulin | 5, Oral Antidiabetics (Metformin) | 6, Dietary Adjustment | 999, Other(specify)",,,,,,"[is_rbs_intervention] = '1'",y,,,,," @NONEOFTHEABOVE='0'"
rbs_intervention_oth,management_during_antenatal_period,,notes,"Please specify RBS intervention",,,,,,,"[rbs_intervention(999)] = '1'",y,,,,,
is_hb_intervention,management_during_antenatal_period,,yesno,"Any HB intervention given?",,,,,,,,y,,,,,
hb_intervention,management_during_antenatal_period,,checkbox,"If Yes, specify:","0, No Intervention | 1, Oral Iron Supplements (Ferrous Sulfate) | 2, IV Iron Therapy | 3, Blood Transfusion | 4, Erythropoietin (EPO) Therapy | 5, Folate Supplementation | 6, Vitamin B12 Injection | 999, Other(specify)",,,,,,"[is_hb_intervention] = '1'",y,,,,," @NONEOFTHEABOVE='0'"
hb_intervention_oth,management_during_antenatal_period,,notes,"Specify HB intervention",,,,,,,"[hb_intervention(999)] = '1'",y,,,,,
is_iron_supplements,management_during_antenatal_period,,yesno,"Iron supplements?",,,,,,,,y,,,,,
is_blood_transfusion,management_during_antenatal_period,,yesno,"Blood transfusion?",,,,,,,,y,,,,,
is_abnormal_us_intervened,management_during_antenatal_period,,yesno,"Any intervention for abnormal Ultrasound?",,,,,,,,y,,,,,
is_antibiotics_last_4_wks,management_during_antenatal_period,,yesno,"Antibiotics given in the  last 4 weeks?",,,,,,,,y,,,,,
is_deworming_in_pregnancy,management_during_antenatal_period,,yesno,"Deworming in this pregnancy?",,,,,,,,y,,,,,
is_iron_given,management_during_antenatal_period,"Supplements given",radio,Iron,"1, Yes | 0, No",,,,,,,y,,,grp_supplements_given,,
is_folic_acid_given,management_during_antenatal_period,,radio,"Folic acid","1, Yes | 0, No",,,,,,,y,,,grp_supplements_given,,
is_calcium_given,management_during_antenatal_period,,radio,Calcium,"1, Yes | 0, No",,,,,,,y,,,grp_supplements_given,,
is_multivitamins_given,management_during_antenatal_period,,radio,Multivitamins,"1, Yes | 0, No",,,,,,,y,,,grp_supplements_given,,
is_other_supplements,management_during_antenatal_period,,radio,"Other (specify)","1, Yes | 0, No",,,,,,,y,,,grp_supplements_given,,
supplements_given_other,management_during_antenatal_period,,notes,"Please specify supplements given",,,,,,,"[is_other_supplements] = '1'",y,,,,,
is_alcohol_present,management_during_antenatal_period,"Other substances in pregancy",radio,Alcohol,"1, Yes | 0, No",,,,,,,y,,,grp_other_substances_preg,,
is_cigarette_present,management_during_antenatal_period,,radio,"Cigarette smoking","1, Yes | 0, No",,,,,,,y,,,grp_other_substances_preg,,
is_chewing_tobacco,management_during_antenatal_period,,radio,"Chewing tobacco","1, Yes | 0, No",,,,,,,y,,,grp_other_substances_preg,,
is_oth_substances,management_during_antenatal_period,,radio,"Other (specify)","1, Yes | 0, No",,,,,,,y,,,grp_other_substances_preg,,
substances_in_preg_other,management_during_antenatal_period,,notes,"Please specify other substances in pregnancy",,,,,,,"[is_oth_substances] = '1'",y,,,,,
is_other_meds_not_ind,management_during_antenatal_period,,yesno,"Other medications for this pregnancy not indicated?",,,,,,,,y,,,,,
other_meds_not_ind,management_during_antenatal_period,,notes,"Please specify other medications not indicated",,,,,,,"[is_other_meds_not_ind] = '1'",y,,,,,
other_interventions,management_during_antenatal_period,,notes,"Any other interventions provided?",,,,,,,,y,,,,,
count_pregs,obstetric_history,,text,"Total number of pregnancies (Include the current)",,,integer,1,20,,,y,,,,,
pregs_28w_alive,obstetric_history,,text,"Number of pregnancies  ≥ 28 weeks (Born alive)",,,integer,0,10,,,y,,,,,
pregs_28w_stillborn,obstetric_history,,text,"Number of pregnancies ≥ 28 weeks (Still born)",,,integer,0,10,,,y,,,,,
pregs_28w_miscarriage,obstetric_history,,text,"Number of pregnancies  < 28 weeks(Miscarriage)",,,integer,0,10,,,y,,,,,
count_living_children,obstetric_history,,text,"Number of living children",,,integer,0,20,,,y,,,,,
is_prev_preg_filled,obstetric_history,,yesno," Is previous pregnancy details filled?",,,,,,,,y,,,,,
prev_year_of_delivery,previous_pregnancy_details,,text,"Year of delivery",,,integer,1975,,,,y,,,,,
prev_gest,previous_pregnancy_details,,text,"Gestation age (in weeks)",,,integer,20,45,,,y,,,,,
prev_birth_weight_g,previous_pregnancy_details,,text,"Birth Weight (in grammes)",,,integer,400,6000,,,y,,,,,
prev_mode_of_delivery,previous_pregnancy_details,,radio,"Mode of delivery","1, SVD | 2, CS | 3, Breech | 4, Forceps | 5, Vacuum",,,,,,,y,,,,,
prev_outcome,previous_pregnancy_details,,radio,Outcome,"1, D | 2, A | 3, S",,,,,,,y,,,,,
is_prev_pet,previous_pregnancy_details,,yesno,PET,,,,,,,,y,,,,,
is_prev_aph,previous_pregnancy_details,,yesno,APH,,,,,,,,y,,,,,
is_prev_pph,previous_pregnancy_details,,yesno,PPH,,,,,,,,y,,,,,
is_prev_ur,previous_pregnancy_details,,yesno,UR,,,,,,,,y,,,,,
is_prev_ppi,previous_pregnancy_details,,yesno,PPI,,,,,,,,y,,,,,
is_prev_ol,previous_pregnancy_details,,yesno,OL,,,,,,,,y,,,,,
is_prev_rp,previous_pregnancy_details,,yesno,RP,,,,,,,,y,,,,,
is_prev_mp,previous_pregnancy_details,,yesno,MP,,,,,,,,y,,,,,
is_prev_mis,previous_pregnancy_details,,yesno,MIS,,,,,,,,y,,,,,
is_prev_nbc,previous_pregnancy_details,,yesno,NBC,,,,,,,,y,,,,,
is_prev_end,previous_pregnancy_details,,yesno,END,,,,,,,,y,,,,,
is_prev_oth_complications,previous_pregnancy_details,,yesno,Other,,,,,,,,y,,,,,
oth_complications,previous_pregnancy_details,,text,"Other complications",,,,,,,"[is_prev_oth_complications] = '1'",y,,,,,
is_cardiac_before_preg,mothers_medical_history,Cardiovascular,yesno,"Cardiac disease before pregnancy?",,,,,,,,y,,,,,
is_cardiac_during_preg,mothers_medical_history,,yesno,"Cardiac disease during pregnancy?",,,,,,,,y,,,,,
is_cardiac_during_itp,mothers_medical_history,,yesno,"Cardiac disease during intrapartum?",,,,,,,,y,,,,,
is_cardiac_during_post_del,mothers_medical_history,,yesno,"Cardiac disease after deliver?",,,,,,,,y,,,,,
cardiac_comments,mothers_medical_history,,notes,"Comments on cardiac disease",,,,,,,"[is_cardiac_before_preg] = '1' or [is_cardiac_during_preg] = '1'",y,,,,," @HIDDEN"
is_htn_before_preg,mothers_medical_history,,yesno,"Hypertension before pregnancy?",,,,,,,,y,,,,,
is_htn_during_preg,mothers_medical_history,,yesno,"Hypertension during pregnancy?",,,,,,,,y,,,,,
is_htn_during_itp,mothers_medical_history,,yesno,"Hypertension during intrapartum?",,,,,,,,y,,,,,
is_htn_during_post_del,mothers_medical_history,,yesno,"Hypertension after delivery?",,,,,,,,y,,,,,
hypertension_comments,mothers_medical_history,,notes,"Comments on hypertension",,,,,,,"[is_htn_before_preg] = '1' or [is_htn_during_preg] = '1'",y,,,,," @HIDDEN"
is_asthma_before_preg,mothers_medical_history,Respiratory,yesno,"Asthma before pregnancy?",,,,,,,,y,,,,,
is_asthma_during_preg,mothers_medical_history,,yesno,"Asthma during pregnancy?",,,,,,,,y,,,,,
is_asthma_during_ipt,mothers_medical_history,,yesno,"Asthma during intrapartum?",,,,,,,,y,,,,,
is_asthma_during_post_del,mothers_medical_history,,yesno,"Asthma after delivery?",,,,,,,,y,,,,,
asthma_comments,mothers_medical_history,,notes,"Comments on asthma",,,,,,,"[is_asthma_before_preg] = '1' or [is_asthma_during_preg] = '1'",y,,,,," @HIDDEN"
is_epilepsy_before_preg,mothers_medical_history,,yesno,"Recurrent seizures/epilepsy before pregnancy?",,,,,,,,y,,,,,
is_epilepsy_during_preg,mothers_medical_history,,yesno,"Recurrent seizures/epilepsy during pregnancy?",,,,,,,,y,,,,,
is_epilepsy_during_itp,mothers_medical_history,,yesno,"Recurrent seizures/epilepsy during intrapartum?",,,,,,,,y,,,,,
is_epilepsy_post_del,mothers_medical_history,,yesno,"Recurrent seizures/epilepsy after delivery?",,,,,,,,y,,,,,
epilepsy_comments,mothers_medical_history,,notes,"Comments on recurrent seizures/epilepsy",,,,,,,"[is_epilepsy_before_preg] = '1' or [is_epilepsy_during_preg] = '1'",y,,,,," @HIDDEN"
is_diabetes_before_preg,mothers_medical_history,Endocrine,yesno,"Diabetes before pregnancy?",,,,,,,,y,,,,,
is_diabetes_during_preg,mothers_medical_history,,yesno,"Diabetes during pregnancy?",,,,,,,,y,,,,,
is_diabetes_during_itp,mothers_medical_history,,yesno,"Diabetes during intrapartum?",,,,,,,,y,,,,,
is_diabetes_post_del,mothers_medical_history,,yesno,"Diabetes after delivery?",,,,,,,,y,,,,,
diabetes_comments,mothers_medical_history,,notes,"Comments on diabetes",,,,,,,"[is_diabetes_before_preg] = '1' or [is_diabetes_during_preg] = '1'",y,,,,," @HIDDEN"
is_thyroid_before_preg,mothers_medical_history,,yesno,"Thyroid disease before pregnancy?",,,,,,,,y,,,,,
is_thyroid_during_preg,mothers_medical_history,,yesno,"Thyroid disease during pregnancy?",,,,,,,,y,,,,,
is_thyroid_during_itp,mothers_medical_history,,yesno,"Thyroid disease during intrapartum?",,,,,,,,y,,,,,
is_thyroid_post_del,mothers_medical_history,,yesno,"Thyroid disease after delivery?",,,,,,,,y,,,,,
thyroid_comments,mothers_medical_history,,notes,"Comments on thyroid disease",,,,,,,"[is_thyroid_before_preg] = '1' or [is_thyroid_during_preg] = '1'",y,,,,," @HIDDEN"
is_sti_before_preg,mothers_medical_history,Infection,yesno,"STI before pregnancy?",,,,,,,,y,,,,,
is_sti_during_preg,mothers_medical_history,,yesno,"STI during pregnancy?",,,,,,,,y,,,,,
is_sti_during_itp,mothers_medical_history,,yesno,"STI during intrapartum?",,,,,,,,y,,,,,
is_sti_post_del,mothers_medical_history,,yesno,"STI after delivery?",,,,,,,,y,,,,,
sti_comments,mothers_medical_history,,notes,"Comments on STI",,,,,,,"[is_sti_before_preg] = '1' or [is_sti_during_preg] = '1'",y,,,,," @HIDDEN"
is_renal_before_preg,mothers_medical_history,Renal,yesno,"Renal disease before pregnancy?",,,,,,,,y,,,,,
is_renal_during_preg,mothers_medical_history,,yesno,"Renal disease during pregnancy?",,,,,,,,y,,,,,
is_renal_during_itp,mothers_medical_history,,yesno,"Renal disease during intrapartum?",,,,,,,,y,,,,,
is_renal_post_del,mothers_medical_history,,yesno,"Renal disease after delivery?",,,,,,,,y,,,,,
